open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-09-02 22:58:13.243063,47377.63,47712.28,47289.27,47506.71,1362.8,2025-09-02 23:58:13.243063,64742011.66,432,681.4,32371005.83,0
2025-09-02 23:58:13.243063,47095.42,47321.7,46933.91,47296.94,1809.8,2025-09-03 00:58:13.243063,85598136.94,865,904.9,42799068.47,0
2025-09-03 00:58:13.243063,47248.66,47465.96,47054.19,47365.55,1846.64,2025-09-03 01:58:13.243063,87467058.6,294,923.32,43733529.3,0
2025-09-03 01:58:13.243063,45915.62,46332.54,45740.91,46020.61,905.06,2025-09-03 02:58:13.243063,41651309.64,686,452.53,20825654.82,0
2025-09-03 02:58:13.243063,45689.94,45860.39,45380.46,45524.15,1210.57,2025-09-03 03:58:13.243063,55110292.93,741,605.29,27555146.46,0
2025-09-03 03:58:13.243063,45366.37,45720.6,45223.49,45629.7,1076.06,2025-09-03 04:58:13.243063,49100366.57,152,538.03,24550183.29,0
2025-09-03 04:58:13.243063,44428.73,44633.59,44353.88,44583.87,2155.06,2025-09-03 05:58:13.243063,96080744.3,113,1077.53,48040372.15,0
2025-09-03 05:58:13.243063,44778.0,45093.63,44771.78,44923.33,738.83,2025-09-03 06:58:13.243063,33190543.68,472,369.41,16595271.84,0
2025-09-03 06:58:13.243063,44420.15,44606.94,44208.71,44388.17,1558.61,2025-09-03 07:58:13.243063,69183683.56,108,779.3,34591841.78,0
2025-09-03 07:58:13.243063,44035.44,44338.47,43708.42,44133.65,1603.26,2025-09-03 08:58:13.243063,70757582.56,380,801.63,35378791.28,0
2025-09-03 08:58:13.243063,43621.55,43944.47,43269.91,43606.96,2198.41,2025-09-03 09:58:13.243063,95865947.08,212,1099.2,47932973.54,0
2025-09-03 09:58:13.243063,45165.78,45234.42,44878.44,45226.76,933.02,2025-09-03 10:58:13.243063,42197297.05,339,466.51,21098648.52,0
2025-09-03 10:58:13.243063,45195.12,45227.01,45086.44,45219.07,1279.11,2025-09-03 11:58:13.243063,57840209.5,413,639.56,28920104.75,0
2025-09-03 11:58:13.243063,44315.94,44431.58,44266.42,44267.02,1779.12,2025-09-03 12:58:13.243063,78756319.63,976,889.56,39378159.81,0
2025-09-03 12:58:13.243063,45341.11,45380.86,44989.06,44999.68,1951.99,2025-09-03 13:58:13.243063,87839001.68,802,976.0,43919500.84,0
2025-09-03 13:58:13.243063,43844.53,44106.51,43730.68,43905.43,744.09,2025-09-03 14:58:13.243063,32669549.31,305,372.04,16334774.65,0
2025-09-03 14:58:13.243063,44120.59,44201.96,43879.78,44093.22,1262.5,2025-09-03 15:58:13.243063,55667709.39,152,631.25,27833854.7,0
2025-09-03 15:58:13.243063,42602.31,42775.28,41970.04,42369.47,2763.77,2025-09-03 16:58:13.243063,117099664.94,590,1381.89,58549832.47,0
2025-09-03 16:58:13.243063,41373.66,41645.34,41217.03,41248.22,1059.86,2025-09-03 17:58:13.243063,43717207.38,276,529.93,21858603.69,0
2025-09-03 17:58:13.243063,41403.94,41473.06,41156.97,41414.74,1422.65,2025-09-03 18:58:13.243063,58918874.43,232,711.33,29459437.22,0
2025-09-03 18:58:13.243063,41999.35,42371.47,41763.26,42030.55,1735.9,2025-09-03 19:58:13.243063,72960843.83,333,867.95,36480421.91,0
2025-09-03 19:58:13.243063,41946.54,42324.41,41791.83,42178.81,1247.49,2025-09-03 20:58:13.243063,52617499.57,901,623.74,26308749.79,0
2025-09-03 20:58:13.243063,42107.02,42383.32,42059.29,42085.47,523.09,2025-09-03 21:58:13.243063,22014384.47,667,261.54,11007192.23,0
2025-09-03 21:58:13.243063,42013.29,42023.53,41780.06,41836.24,1371.15,2025-09-03 22:58:13.243063,57363766.8,317,685.58,28681883.4,0
2025-09-03 22:58:13.243063,40363.89,40806.57,40327.36,40603.31,1180.84,2025-09-03 23:58:13.243063,47946111.24,826,590.42,23973055.62,0
2025-09-03 23:58:13.243063,39978.36,40206.78,39804.05,40022.8,646.75,2025-09-04 00:58:13.243063,25884701.89,249,323.37,12942350.95,0
2025-09-04 00:58:13.243063,39588.1,39834.78,39575.13,39658.09,1926.36,2025-09-04 01:58:13.243063,76395680.22,983,963.18,38197840.11,0
2025-09-04 01:58:13.243063,40316.14,40821.75,40154.73,40500.52,2353.24,2025-09-04 02:58:13.243063,95307593.96,277,1176.62,47653796.98,0
2025-09-04 02:58:13.243063,40942.11,41170.93,40377.19,40782.91,2109.19,2025-09-04 03:58:13.243063,86018929.4,612,1054.6,43009464.7,0
2025-09-04 03:58:13.243063,39339.68,39451.07,39176.99,39348.95,823.97,2025-09-04 04:58:13.243063,32422368.55,660,411.99,16211184.27,0
2025-09-04 04:58:13.243063,39900.33,39996.55,39532.63,39607.93,1984.39,2025-09-04 05:58:13.243063,78597538.74,949,992.19,39298769.37,0
2025-09-04 05:58:13.243063,39671.03,39684.24,39101.87,39306.84,1760.33,2025-09-04 06:58:13.243063,69192840.5,245,880.16,34596420.25,0
2025-09-04 06:58:13.243063,38614.7,38963.55,38500.06,38778.62,1657.25,2025-09-04 07:58:13.243063,64265790.02,699,828.62,32132895.01,0
2025-09-04 07:58:13.243063,39255.52,39320.77,39035.06,39256.9,1402.31,2025-09-04 08:58:13.243063,55050270.67,110,701.15,27525135.33,0
2025-09-04 08:58:13.243063,40063.09,40073.92,39927.24,40070.3,1017.69,2025-09-04 09:58:13.243063,40779055.96,670,508.84,20389527.98,0
2025-09-04 09:58:13.243063,40877.56,40911.29,40689.33,40820.64,1891.65,2025-09-04 10:58:13.243063,77218188.38,185,945.82,38609094.19,0
2025-09-04 10:58:13.243063,40216.25,40311.65,40127.87,40139.57,1742.86,2025-09-04 11:58:13.243063,69957536.81,206,871.43,34978768.41,0
2025-09-04 11:58:13.243063,39988.56,40010.61,39736.64,39895.35,2110.95,2025-09-04 12:58:13.243063,84217174.99,140,1055.48,42108587.49,0
2025-09-04 12:58:13.243063,40192.91,40469.31,40014.36,40163.66,1741.11,2025-09-04 13:58:13.243063,69929486.51,926,870.56,34964743.25,0
2025-09-04 13:58:13.243063,40938.44,41340.73,40714.97,40951.31,2011.05,2025-09-04 14:58:13.243063,82354977.97,325,1005.52,41177488.99,0
2025-09-04 14:58:13.243063,40663.24,40791.75,40417.5,40562.95,942.21,2025-09-04 15:58:13.243063,38218938.75,272,471.11,19109469.38,0
2025-09-04 15:58:13.243063,40583.83,40787.5,40375.24,40416.39,861.31,2025-09-04 16:58:13.243063,34811229.97,135,430.66,17405614.99,0
2025-09-04 16:58:13.243063,39529.26,39540.38,39456.89,39526.15,1127.18,2025-09-04 17:58:13.243063,44553188.6,955,563.59,22276594.3,0
2025-09-04 17:58:13.243063,38643.91,38808.89,38416.0,38584.47,1578.82,2025-09-04 18:58:13.243063,60917800.86,782,789.41,30458900.43,0
2025-09-04 18:58:13.243063,39299.73,39326.13,39076.9,39215.35,2233.56,2025-09-04 19:58:13.243063,87589950.15,903,1116.78,43794975.08,0
2025-09-04 19:58:13.243063,40198.84,40451.94,39968.62,40282.98,1585.62,2025-09-04 20:58:13.243063,63873295.2,284,792.81,31936647.6,0
2025-09-04 20:58:13.243063,40257.78,40466.79,40154.11,40228.99,1806.44,2025-09-04 21:58:13.243063,72671052.69,286,903.22,36335526.34,0
2025-09-04 21:58:13.243063,41066.23,41069.64,41012.11,41040.43,1514.61,2025-09-04 22:58:13.243063,62160157.25,468,757.3,31080078.63,0
2025-09-04 22:58:13.243063,41221.98,41676.6,40995.83,41341.37,1653.38,2025-09-04 23:58:13.243063,68353091.35,794,826.69,34176545.68,0
2025-09-04 23:58:13.243063,41038.44,41079.28,40750.23,40812.1,1476.18,2025-09-05 00:58:13.243063,60245982.17,354,738.09,30122991.08,0
2025-09-05 00:58:13.243063,41120.05,41285.99,41095.72,41111.17,1769.11,2025-09-05 01:58:13.243063,72730082.53,100,884.55,36365041.27,0
2025-09-05 01:58:13.243063,42180.2,42556.43,42158.45,42379.89,2564.37,2025-09-05 02:58:13.243063,108677697.85,303,1282.18,54338848.92,0
2025-09-05 02:58:13.243063,42284.38,42482.6,42225.03,42353.76,505.31,2025-09-05 03:58:13.243063,21401651.42,756,252.65,10700825.71,0
2025-09-05 03:58:13.243063,43930.39,44105.72,43585.39,43683.37,2119.16,2025-09-05 04:58:13.243063,92572167.11,863,1059.58,46286083.56,0
2025-09-05 04:58:13.243063,41371.25,41573.92,41273.54,41398.95,2389.4,2025-09-05 05:58:13.243063,98918797.92,835,1194.7,49459398.96,0
2025-09-05 05:58:13.243063,42137.24,42160.04,41927.5,42083.61,1992.85,2025-09-05 06:58:13.243063,83866220.19,986,996.42,41933110.09,0
2025-09-05 06:58:13.243063,42281.04,42479.08,41995.31,42161.08,1518.98,2025-09-05 07:58:13.243063,64041817.22,170,759.49,32020908.61,0
2025-09-05 07:58:13.243063,41703.8,42141.39,41615.87,41913.17,1769.2,2025-09-05 08:58:13.243063,74152853.08,625,884.6,37076426.54,0
2025-09-05 08:58:13.243063,42087.29,42394.16,41976.47,41994.28,1429.47,2025-09-05 09:58:13.243063,60029519.97,366,714.73,30014759.99,0
2025-09-05 09:58:13.243063,40083.97,40617.27,40023.05,40329.15,1774.66,2025-09-05 10:58:13.243063,71570696.07,558,887.33,35785348.03,0
2025-09-05 10:58:13.243063,40214.09,40304.29,39781.37,40156.0,1612.18,2025-09-05 11:58:13.243063,64738804.16,742,806.09,32369402.08,0
2025-09-05 11:58:13.243063,40462.77,40633.57,40074.31,40446.82,1708.87,2025-09-05 12:58:13.243063,69118549.68,875,854.44,34559274.84,0
2025-09-05 12:58:13.243063,41398.18,41760.53,41310.27,41646.39,1319.93,2025-09-05 13:58:13.243063,54970479.96,402,659.97,27485239.98,0
2025-09-05 13:58:13.243063,41396.17,41622.21,40865.81,41218.87,1753.87,2025-09-05 14:58:13.243063,72292336.78,605,876.93,36146168.39,0
2025-09-05 14:58:13.243063,40577.97,40940.59,40355.22,40556.49,864.2,2025-09-05 15:58:13.243063,35048985.59,807,432.1,17524492.79,0
2025-09-05 15:58:13.243063,40010.54,40448.46,39999.22,40153.55,1933.21,2025-09-05 16:58:13.243063,77625049.88,110,966.6,38812524.94,0
2025-09-05 16:58:13.243063,40795.53,41180.46,40495.94,40892.7,1009.38,2025-09-05 17:58:13.243063,41276328.3,734,504.69,20638164.15,0
2025-09-05 17:58:13.243063,41483.53,41502.04,40940.72,41165.66,616.05,2025-09-05 18:58:13.243063,25360168.46,554,308.03,12680084.23,0
2025-09-05 18:58:13.243063,40497.68,41026.27,40382.23,40733.62,1878.42,2025-09-05 19:58:13.243063,76515015.92,597,939.21,38257507.96,0
2025-09-05 19:58:13.243063,41289.75,41319.04,41101.63,41155.84,812.19,2025-09-05 20:58:13.243063,33426335.32,378,406.09,16713167.66,0
2025-09-05 20:58:13.243063,41202.7,41359.47,40880.49,41239.86,1729.63,2025-09-05 21:58:13.243063,71329565.37,325,864.81,35664782.69,0
2025-09-05 21:58:13.243063,42221.53,42305.63,41802.54,42042.92,2221.16,2025-09-05 22:58:13.243063,93383930.7,110,1110.58,46691965.35,0
2025-09-05 22:58:13.243063,41600.47,41736.22,41435.31,41456.79,1061.3,2025-09-05 23:58:13.243063,43998220.26,376,530.65,21999110.13,0
2025-09-05 23:58:13.243063,41067.41,41334.65,40933.36,41189.26,1702.24,2025-09-06 00:58:13.243063,70113974.39,464,851.12,35056987.2,0
2025-09-06 00:58:13.243063,40649.56,40898.31,40550.04,40870.37,1238.12,2025-09-06 01:58:13.243063,50602398.54,716,619.06,25301199.27,0
2025-09-06 01:58:13.243063,39713.44,39810.08,39655.72,39678.17,2475.77,2025-09-06 02:58:13.243063,98234103.49,677,1237.89,49117051.75,0
2025-09-06 02:58:13.243063,39768.3,40185.16,39664.74,39917.13,1195.4,2025-09-06 03:58:13.243063,47717072.23,775,597.7,23858536.12,0
2025-09-06 03:58:13.243063,40060.08,40170.21,40018.03,40129.53,1209.12,2025-09-06 04:58:13.243063,48521265.06,982,604.56,24260632.53,0
2025-09-06 04:58:13.243063,39971.66,40164.74,39929.45,40137.65,1959.97,2025-09-06 05:58:13.243063,78668634.26,201,979.99,39334317.13,0
2025-09-06 05:58:13.243063,39979.86,40114.6,39658.54,39953.35,1186.17,2025-09-06 06:58:13.243063,47391363.55,411,593.08,23695681.78,0
2025-09-06 06:58:13.243063,38776.52,38980.74,38723.76,38826.37,1569.98,2025-09-06 07:58:13.243063,60956466.66,341,784.99,30478233.33,0
2025-09-06 07:58:13.243063,38602.85,38614.29,38250.73,38503.61,1522.29,2025-09-06 08:58:13.243063,58613654.08,169,761.15,29306827.04,0
2025-09-06 08:58:13.243063,37996.45,38272.45,37879.68,38243.54,681.2,2025-09-06 09:58:13.243063,26051486.01,639,340.6,13025743.01,0
2025-09-06 09:58:13.243063,37517.69,37868.43,37389.67,37633.73,606.01,2025-09-06 10:58:13.243063,22806338.37,968,303.0,11403169.18,0
2025-09-06 10:58:13.243063,37508.2,37610.22,37262.48,37516.09,1459.24,2025-09-06 11:58:13.243063,54744997.69,381,729.62,27372498.84,0
2025-09-06 11:58:13.243063,37881.55,37925.55,37596.96,37823.01,2077.18,2025-09-06 12:58:13.243063,78565372.87,195,1038.59,39282686.43,0
2025-09-06 12:58:13.243063,39200.68,39314.4,38882.78,39253.62,2514.58,2025-09-06 13:58:13.243063,98706408.43,282,1257.29,49353204.21,0
2025-09-06 13:58:13.243063,39463.68,39626.08,39118.39,39394.6,1152.17,2025-09-06 14:58:13.243063,45389429.56,113,576.09,22694714.78,0
2025-09-06 14:58:13.243063,39650.3,39832.31,39501.23,39601.46,2038.05,2025-09-06 15:58:13.243063,80709785.18,459,1019.03,40354892.59,0
2025-09-06 15:58:13.243063,39745.37,39878.57,39471.9,39546.46,1992.81,2025-09-06 16:58:13.243063,78808573.28,191,996.4,39404286.64,0
2025-09-06 16:58:13.243063,37883.47,38035.97,37867.9,38032.8,2243.62,2025-09-06 17:58:13.243063,85331331.93,923,1121.81,42665665.97,0
2025-09-06 17:58:13.243063,38032.49,38181.44,37918.09,38016.44,1591.99,2025-09-06 18:58:13.243063,60521879.91,108,796.0,30260939.96,0
2025-09-06 18:58:13.243063,38124.54,38290.42,37832.58,38066.03,874.29,2025-09-06 19:58:13.243063,33280840.75,742,437.15,16640420.37,0
2025-09-06 19:58:13.243063,39967.44,39981.67,39865.56,39945.16,2401.91,2025-09-06 20:58:13.243063,95944804.73,112,1200.96,47972402.37,0
2025-09-06 20:58:13.243063,39760.02,39894.32,39710.15,39795.48,903.99,2025-09-06 21:58:13.243063,35974738.3,156,452.0,17987369.15,0
2025-09-06 21:58:13.243063,40035.57,40223.22,39746.08,40039.46,1601.84,2025-09-06 22:58:13.243063,64136901.58,173,800.92,32068450.79,0
2025-09-06 22:58:13.243063,40256.8,40396.41,39680.14,40015.67,1744.78,2025-09-06 23:58:13.243063,69818637.85,939,872.39,34909318.92,0
2025-09-06 23:58:13.243063,39185.56,39297.08,39006.08,39084.36,1990.03,2025-09-07 00:58:13.243063,77779146.05,764,995.02,38889573.02,0
2025-09-07 00:58:13.243063,40041.76,40190.08,39954.23,39981.6,2313.0,2025-09-07 01:58:13.243063,92477246.93,626,1156.5,46238623.46,0
2025-09-07 01:58:13.243063,40598.45,40805.36,40477.75,40586.87,2122.03,2025-09-07 02:58:13.243063,86126447.2,699,1061.01,43063223.6,0
2025-09-07 02:58:13.243063,41368.38,41557.7,41045.69,41233.03,1011.49,2025-09-07 03:58:13.243063,41707008.11,734,505.75,20853504.05,0
2025-09-07 03:58:13.243063,40536.8,40660.35,40308.05,40487.22,2248.89,2025-09-07 04:58:13.243063,91051219.73,157,1124.44,45525609.86,0
2025-09-07 04:58:13.243063,41711.9,41970.49,41505.46,41627.18,682.9,2025-09-07 05:58:13.243063,28427375.53,370,341.45,14213687.77,0
2025-09-07 05:58:13.243063,40552.55,40667.62,40441.5,40464.24,2418.86,2025-09-07 06:58:13.243063,97877390.65,194,1209.43,48938695.33,0
2025-09-07 06:58:13.243063,41090.44,41256.2,40775.48,40943.22,995.75,2025-09-07 07:58:13.243063,40769104.78,243,497.87,20384552.39,0
2025-09-07 07:58:13.243063,42729.19,42809.58,42710.87,42741.0,2153.35,2025-09-07 08:58:13.243063,92036493.23,893,1076.68,46018246.62,0
2025-09-07 08:58:13.243063,41680.85,42239.65,41611.48,41898.54,1117.84,2025-09-07 09:58:13.243063,46835707.09,378,558.92,23417853.54,0
2025-09-07 09:58:13.243063,41384.56,41531.74,41214.83,41428.19,1151.55,2025-09-07 10:58:13.243063,47706819.71,418,575.78,23853409.86,0
2025-09-07 10:58:13.243063,41393.96,41858.87,41187.23,41514.9,1909.84,2025-09-07 11:58:13.243063,79286674.94,957,954.92,39643337.47,0
2025-09-07 11:58:13.243063,41096.91,41235.31,40955.34,41101.02,2102.27,2025-09-07 12:58:13.243063,86405292.61,888,1051.13,43202646.31,0
2025-09-07 12:58:13.243063,39783.19,39871.3,39674.02,39830.45,1642.57,2025-09-07 13:58:13.243063,65424186.99,274,821.28,32712093.49,0
2025-09-07 13:58:13.243063,40132.33,40231.63,39619.03,39889.05,1814.45,2025-09-07 14:58:13.243063,72376876.32,773,907.23,36188438.16,0
2025-09-07 14:58:13.243063,38872.89,39217.05,38807.16,39045.55,1829.87,2025-09-07 15:58:13.243063,71448399.53,261,914.94,35724199.77,0
2025-09-07 15:58:13.243063,39371.58,39692.84,39328.79,39419.29,819.52,2025-09-07 16:58:13.243063,32304786.32,101,409.76,16152393.16,0
2025-09-07 16:58:13.243063,38704.12,38976.51,38414.95,38698.37,877.75,2025-09-07 17:58:13.243063,33967607.27,175,438.88,16983803.64,0
2025-09-07 17:58:13.243063,39901.42,39909.47,39835.71,39901.84,1130.47,2025-09-07 18:58:13.243063,45107870.82,418,565.24,22553935.41,0
2025-09-07 18:58:13.243063,39260.26,39322.15,39193.42,39280.77,1631.35,2025-09-07 19:58:13.243063,64080680.21,320,815.68,32040340.1,0
2025-09-07 19:58:13.243063,38920.08,39054.21,38879.05,39031.68,881.92,2025-09-07 20:58:13.243063,34422844.28,963,440.96,17211422.14,0
2025-09-07 20:58:13.243063,39643.23,39915.13,39449.72,39670.64,1330.6,2025-09-07 21:58:13.243063,52785664.32,586,665.3,26392832.16,0
2025-09-07 21:58:13.243063,38519.23,38967.53,38426.31,38698.02,1556.68,2025-09-07 22:58:13.243063,60240311.98,470,778.34,30120155.99,0
2025-09-07 22:58:13.243063,38943.4,39216.38,38632.46,38877.94,704.39,2025-09-07 23:58:13.243063,27385050.71,645,352.19,13692525.36,0
2025-09-07 23:58:13.243063,39789.57,39944.97,39763.67,39898.21,1941.75,2025-09-08 00:58:13.243063,77472526.66,285,970.88,38736263.33,0
2025-09-08 00:58:13.243063,38375.17,38770.82,38273.58,38619.48,1666.08,2025-09-08 01:58:13.243063,64343173.72,477,833.04,32171586.86,0
2025-09-08 01:58:13.243063,38480.34,38772.98,38458.63,38765.95,1257.33,2025-09-08 02:58:13.243063,48741456.43,604,628.66,24370728.21,0
2025-09-08 02:58:13.243063,38832.95,39216.23,38702.95,38971.32,542.25,2025-09-08 03:58:13.243063,21132176.84,751,271.12,10566088.42,0
2025-09-08 03:58:13.243063,39699.64,39796.63,39253.62,39584.59,2042.74,2025-09-08 04:58:13.243063,80860875.99,536,1021.37,40430437.99,0
2025-09-08 04:58:13.243063,38499.71,38738.08,38303.65,38609.27,966.16,2025-09-08 05:58:13.243063,37302571.99,869,483.08,18651285.99,0
2025-09-08 05:58:13.243063,37456.58,37925.28,37418.19,37593.49,1366.34,2025-09-08 06:58:13.243063,51365315.73,823,683.17,25682657.86,0
2025-09-08 06:58:13.243063,37940.51,38332.26,37912.38,37989.68,2007.41,2025-09-08 07:58:13.243063,76261005.85,450,1003.71,38130502.93,0
2025-09-08 07:58:13.243063,37887.55,38426.19,37849.14,38219.13,1561.41,2025-09-08 08:58:13.243063,59675735.19,166,780.71,29837867.59,0
2025-09-08 08:58:13.243063,38302.01,38558.66,38105.64,38414.42,2097.75,2025-09-08 09:58:13.243063,80584038.26,603,1048.88,40292019.13,0
2025-09-08 09:58:13.243063,38672.68,38808.68,38599.29,38684.44,1133.22,2025-09-08 10:58:13.243063,43838077.87,161,566.61,21919038.93,0
2025-09-08 10:58:13.243063,38214.99,38303.22,37985.01,38162.18,1685.59,2025-09-08 11:58:13.243063,64325759.19,737,842.79,32162879.59,0
2025-09-08 11:58:13.243063,38317.15,38346.47,38259.8,38343.26,1284.16,2025-09-08 12:58:13.243063,49238801.27,104,642.08,24619400.64,0
2025-09-08 12:58:13.243063,38607.41,38882.15,38273.76,38571.84,635.45,2025-09-08 13:58:13.243063,24510303.61,789,317.72,12255151.81,0
2025-09-08 13:58:13.243063,38117.66,38246.58,37727.29,38024.62,1946.32,2025-09-08 14:58:13.243063,74008137.98,566,973.16,37004068.99,0
2025-09-08 14:58:13.243063,39381.2,39502.69,39182.58,39447.33,2217.03,2025-09-08 15:58:13.243063,87456066.29,252,1108.52,43728033.14,0
2025-09-08 15:58:13.243063,39794.68,39902.75,39470.5,39825.11,2040.69,2025-09-08 16:58:13.243063,81270812.14,782,1020.35,40635406.07,0
2025-09-08 16:58:13.243063,39058.45,39112.39,38625.88,38880.21,1692.83,2025-09-08 17:58:13.243063,65817692.34,669,846.42,32908846.17,0
2025-09-08 17:58:13.243063,39385.85,39456.28,39207.94,39394.64,1026.34,2025-09-08 18:58:13.243063,40432386.66,282,513.17,20216193.33,0
2025-09-08 18:58:13.243063,38583.45,38751.87,38537.34,38630.63,1357.84,2025-09-08 19:58:13.243063,52454044.86,917,678.92,26227022.43,0
2025-09-08 19:58:13.243063,39189.86,39441.59,39168.86,39242.61,1788.87,2025-09-08 20:58:13.243063,70199809.94,444,894.43,35099904.97,0
2025-09-08 20:58:13.243063,40364.67,40485.87,39891.03,40155.86,1119.21,2025-09-08 21:58:13.243063,44942806.51,723,559.6,22471403.25,0
2025-09-08 21:58:13.243063,39432.27,39605.08,39129.83,39500.77,1147.75,2025-09-08 22:58:13.243063,45336831.84,342,573.87,22668415.92,0
2025-09-08 22:58:13.243063,40064.09,40342.68,39986.1,40265.8,1662.74,2025-09-08 23:58:13.243063,66951390.33,338,831.37,33475695.17,0
2025-09-08 23:58:13.243063,40737.91,40871.02,40271.36,40602.25,1778.42,2025-09-09 00:58:13.243063,72207682.31,268,889.21,36103841.15,0
2025-09-09 00:58:13.243063,41105.07,41310.34,40985.38,41273.86,1338.5,2025-09-09 01:58:13.243063,55244988.02,128,669.25,27622494.01,0
2025-09-09 01:58:13.243063,42939.78,42954.96,42829.32,42843.75,1194.14,2025-09-09 02:58:13.243063,51161488.23,601,597.07,25580744.11,0
2025-09-09 02:58:13.243063,42450.65,42654.38,42353.43,42637.76,1935.67,2025-09-09 03:58:13.243063,82532737.57,899,967.84,41266368.78,0
2025-09-09 03:58:13.243063,42133.92,42135.89,41620.88,41999.27,1998.4,2025-09-09 04:58:13.243063,83931462.15,860,999.2,41965731.08,0
2025-09-09 04:58:13.243063,41041.28,41359.03,41018.37,41256.29,756.02,2025-09-09 05:58:13.243063,31190387.45,999,378.01,15595193.73,0
2025-09-09 05:58:13.243063,40635.51,40719.85,40283.61,40587.27,2076.82,2025-09-09 06:58:13.243063,84292632.11,997,1038.41,42146316.05,0
2025-09-09 06:58:13.243063,40559.36,40626.62,40512.39,40528.75,705.14,2025-09-09 07:58:13.243063,28578638.12,120,352.57,14289319.06,0
2025-09-09 07:58:13.243063,40753.85,40956.42,40489.49,40809.33,1036.26,2025-09-09 08:58:13.243063,42289188.62,688,518.13,21144594.31,0
2025-09-09 08:58:13.243063,41110.63,41134.46,41033.34,41039.24,1516.49,2025-09-09 09:58:13.243063,62235783.04,786,758.25,31117891.52,0
2025-09-09 09:58:13.243063,41599.46,41738.53,41373.02,41722.28,1568.97,2025-09-09 10:58:13.243063,65460836.59,662,784.48,32730418.3,0
2025-09-09 10:58:13.243063,41844.25,42098.1,41492.33,41737.31,1993.17,2025-09-09 11:58:13.243063,83189509.83,781,996.58,41594754.91,0
2025-09-09 11:58:13.243063,42843.17,43144.8,42650.95,42954.81,1089.31,2025-09-09 12:58:13.243063,46791251.32,637,544.66,23395625.66,0
2025-09-09 12:58:13.243063,42606.06,43128.37,42334.7,42731.74,1358.59,2025-09-09 13:58:13.243063,58054762.06,290,679.29,29027381.03,0
2025-09-09 13:58:13.243063,45197.21,45509.4,44618.67,45060.77,2636.79,2025-09-09 14:58:13.243063,118815654.89,743,1318.39,59407827.44,0
